bum	3.0390127
bude	1.3398747
malo	0.38794002
htješe	7.906547
nakon	0.6183028
stoga	2.3652837
tek	0.57287085
htjedne	7.906547
sinoć	2.9577873
ljetos	5.603962
manje	1.0854398
makar	2.8251429
hoćasmo	7.906547
ovako	1.5349354
ćete	1.7580789
mljac	4.61071
zaista	2.1413562
ovima	0.8198093
tada	1.2194387
ovime	5.5086517
ehe	2.9437027
vašom	6.1147876
odavna	5.8271055
bogami	3.7168925
vašoj	4.47256
bome	3.0862656
tras	2.7707489
hoćah	7.906547
htjede	6.1147876
oko	0.23239431
poradi	2.5594397
sprijeda	6.5202527
uprkos	7.2134
nekoliko	1.2157049
iliti	3.2621562
ona	0.095383845
onomu	6.297109
nje	0.0029509428
nećeš	3.7018547
one	0.43120798
smjesta	5.4216404
ovamo	3.7168925
oni	0.16327754
za	3.6839198E-4
toliko	1.0230846
veoma	4.5392513
hotijahu	7.906547
nikuda	6.1147876
ono	0.19589391
između	1.421912
onome	3.2621562
nju	0.3071459
onuda	4.61071
onu	0.94146687
jedanput	3.5245206
njihovoj	3.7168925
nikada	1.7753208
njihovog	3.4877067
odonud	7.906547
tvoje	3.1358626
nećemo	2.7247636
naš	0.40105495
svoja	2.7766485
kroz	1.0660007
navrh	7.2134
svojemu	6.5202527
tvoji	3.5498383
ovomu	7.2134
svoje	0.5774535
njihovom	3.463896
svoji	0.75506175
tolik	0.9702045
njenog	3.1358626
tvoja	3.7321599
tvojega	6.8079348
iza	0.37982967
usred	3.0237453
tvoju	4.145347
niz	1.1426623
napokon	2.3574712
ovome	3.094363
potkraj	5.8271055
svoju	1.068142
hotjaše	7.906547
naspram	5.5086517
tvojoj	4.910815
tvojom	6.5202527
nekada	2.818951
ovolik	4.323028
biše	4.910815
